pair_id,crop,member_a,member_b,n_imgs_total,lookalike_prior,web_checked,web_verified,confirmed,clip_scored,matched_cross_knn,clip_lane_hint,needs_web
corn__gray-leaf-spot__southern-corn-rust,Corn,Gray Leaf Spot,Southern Corn Rust,35,3.1,True,False,False,False,,,False
sugar-beet__cercospora-leaf-spot__powdery-mildew,Sugar Beet,Cercospora Leaf Spot,Powdery Mildew,45,3.1,True,False,False,True,0.0625,image_decisive,False
grape__black-rot__gray-mold,Grape,Black Rot,Gray Mold,70,3.1,True,True,True,True,0.0161,image_decisive,False
grape__grape-anthracnose__gray-mold,Grape,Grape Anthracnose,Gray Mold,45,3.1,True,False,False,True,0.0,image_decisive,False
peach__botryosphaeria-canker--white-rot__stigmina-fungus,Peach,"Botryosphaeria Canker, White Rot",Stigmina Fungus,33,3.1,True,False,False,True,0.0,image_decisive,False
peach__brown-rot__peach-leaf-curl,Peach,Brown Rot,Peach Leaf Curl,78,3.1,True,False,False,True,0.1053,image_decisive,False
peach__brown-rot__stigmina-fungus,Peach,Brown Rot,Stigmina Fungus,57,3.1,True,False,False,True,0.0769,image_decisive,False
peach__peach-leaf-curl__stigmina-fungus,Peach,Peach Leaf Curl,Stigmina Fungus,59,3.1,True,False,False,True,0.0962,image_decisive,False
almond__brown-rot__stigmina-fungus,Almond,Brown Rot,Stigmina Fungus,66,3.1,True,False,False,True,0.0161,image_decisive,False
potato__late-blight__phytophthora-root-and-stem-rot,Potato,Late Blight,Phytophthora Root And Stem Rot,85,3.1,True,False,False,True,0.0189,image_decisive,False
potato__phytophthora-root-and-stem-rot__rhizoctonia-damping-off--blight-and-rot,Potato,Phytophthora Root And Stem Rot,"Rhizoctonia Damping-Off, Blight And Rot",58,3.1,True,True,True,True,0.0204,image_decisive,False
cucumber__angular-leaf-spot-of-cucumber__bacterial-wilt,Cucumber,Angular Leaf Spot Of Cucumber,Bacterial Wilt,63,3.1,True,False,False,True,0.0,image_decisive,False
cucumber__anthracnose__rhizoctonia-damping-off--blight-and-rot,Cucumber,Anthracnose,"Rhizoctonia Damping-Off, Blight And Rot",143,3.1,True,False,False,True,0.0571,image_decisive,False
cucumber__corynespora-leaf-spot__rhizoctonia-damping-off--blight-and-rot,Cucumber,Corynespora Leaf Spot,"Rhizoctonia Damping-Off, Blight And Rot",50,3.1,True,False,False,True,0.0,image_decisive,False
cucumber__gummy-stem-blight__rhizoctonia-damping-off--blight-and-rot,Cucumber,Gummy Stem Blight,"Rhizoctonia Damping-Off, Blight And Rot",44,3.1,True,False,False,True,0.0,image_decisive,False
cucumber__powdery-mildew__rhizoctonia-damping-off--blight-and-rot,Cucumber,Powdery Mildew,"Rhizoctonia Damping-Off, Blight And Rot",32,3.1,True,False,False,True,0.0556,image_decisive,False
maple__anthracnose__tar-spot-of-maple,Maple,Anthracnose,Tar Spot Of Maple,46,3.1,True,True,True,True,0.1471,image_decisive,False
maple__maple-cankers__tar-spot-of-maple,Maple,Maple Cankers,Tar Spot Of Maple,25,3.1,True,False,False,True,0.04,image_decisive,False
rice__bacterial-panicle-blight__rhizoctonia-damping-off--blight-and-rot,Rice,Bacterial Panicle Blight,"Rhizoctonia Damping-Off, Blight And Rot",31,3.1,True,False,False,True,0.2759,image_ambiguous,False
rice__bacterial-panicle-blight__rice-blast-disease,Rice,Bacterial Panicle Blight,Rice Blast Disease,27,3.1,True,False,False,True,0.0741,image_decisive,False
rice__rhizoctonia-damping-off--blight-and-rot__rice-blast-disease,Rice,"Rhizoctonia Damping-Off, Blight And Rot",Rice Blast Disease,30,3.1,True,False,False,True,0.1071,image_decisive,False
cultivated-garlic__gray-molds__white-rot,Cultivated Garlic,Gray Molds,White Rot,32,3.1,True,True,True,True,0.1154,image_decisive,False
cultivated-garlic__onion-rust__white-rot,Cultivated Garlic,Onion Rust,White Rot,30,3.1,True,False,False,True,0.0417,image_decisive,False
tomato__anthracnose__phytophthora-blight,Tomato,Anthracnose,Phytophthora Blight,51,3.0,True,False,False,False,,,False
tomato__anthracnose__verticillium-wilts,Tomato,Anthracnose,Verticillium Wilts,26,3.0,True,False,False,False,,,False
tomato__phytophthora-blight__rhizopus-soft-rots,Tomato,Phytophthora Blight,Rhizopus Soft Rots,53,3.0,True,False,False,False,,,False
tomato__phytophthora-blight__septoria-leaf-spot,Tomato,Phytophthora Blight,Septoria Leaf Spot,63,3.0,True,False,False,True,0.0488,image_decisive,False
tomato__rhizopus-soft-rots__verticillium-wilts,Tomato,Rhizopus Soft Rots,Verticillium Wilts,28,3.0,True,False,False,False,,,False
tomato__septoria-leaf-spot__verticillium-wilts,Tomato,Septoria Leaf Spot,Verticillium Wilts,38,3.0,True,False,False,True,0.1,image_decisive,False
tomato__tomato-leaf-mould__verticillium-wilts,Tomato,Tomato Leaf Mould,Verticillium Wilts,52,3.0,True,False,False,True,0.0645,image_decisive,False
soybean__septoria-leaf-spot__southern-blight,Soybean,Septoria Leaf Spot,Southern Blight,31,3.0,True,False,False,True,0.0952,image_decisive,False
soybean__septoria-leaf-spot__taproot-decline-on-soybean,Soybean,Septoria Leaf Spot,Taproot Decline On Soybean,26,3.0,True,False,False,True,0.0,image_decisive,False
melon__charcoal-rot__monosporascus-root-rot,Melon,Charcoal Rot,Monosporascus Root Rot,59,3.0,True,False,False,True,0.0,image_decisive,False
melon__charcoal-rot__powdery-mildew,Melon,Charcoal Rot,Powdery Mildew,35,3.0,True,False,False,False,,,False
melon__monosporascus-root-rot__phytophthora-blight,Melon,Monosporascus Root Rot,Phytophthora Blight,91,3.0,True,False,False,True,0.0,image_decisive,False
melon__phytophthora-blight__powdery-mildew,Melon,Phytophthora Blight,Powdery Mildew,67,3.0,True,False,False,True,0.0,image_decisive,False
oak__anthracnose__bacterial-leaf-scorch,Oak,Anthracnose,Bacterial Leaf Scorch,27,3.0,True,False,False,True,0.0,image_decisive,False
oak__anthracnose__ganoderma-root-and-butt-rot,Oak,Anthracnose,Ganoderma Root And Butt Rot,32,3.0,True,False,False,True,0.0,image_decisive,False
oak__bacterial-leaf-scorch__botryosphaeria-rots-and-cankers,Oak,Bacterial Leaf Scorch,Botryosphaeria Rots And Cankers,45,3.0,True,False,False,True,0.0,image_decisive,False
oak__bacterial-leaf-scorch__oak-wilt,Oak,Bacterial Leaf Scorch,Oak Wilt,38,3.0,True,True,True,True,0.0389,image_decisive,False
oak__botryosphaeria-rots-and-cankers__ganoderma-root-and-butt-rot,Oak,Botryosphaeria Rots And Cankers,Ganoderma Root And Butt Rot,50,3.0,True,False,False,True,0.0,image_decisive,False
oak__coryneum-twig-blight__ganoderma-root-and-butt-rot,Oak,Coryneum Twig Blight,Ganoderma Root And Butt Rot,32,3.0,True,False,False,True,0.0,image_decisive,False
oak__ganoderma-root-and-butt-rot__leaf-spot,Oak,Ganoderma Root And Butt Rot,Leaf Spot,33,3.0,True,False,False,True,0.0,image_decisive,False
oak__ganoderma-root-and-butt-rot__nectria-canker,Oak,Ganoderma Root And Butt Rot,Nectria Canker,34,3.0,True,False,False,True,0.0,image_decisive,False
oak__ganoderma-root-and-butt-rot__oak-wilt,Oak,Ganoderma Root And Butt Rot,Oak Wilt,43,3.0,True,True,True,True,0.0,image_decisive,False
oak__nectria-canker__oak-wilt,Oak,Nectria Canker,Oak Wilt,37,3.0,True,False,False,True,0.0,image_decisive,False
loblolly-pine__leptographium-root-disease__pine-needle-rusts,Loblolly Pine,Leptographium Root Disease,Pine Needle Rusts,32,3.0,True,False,False,False,,,False
lettuce__lettuce-chlorosis-virus__tomato-spotted-wilt-virus,Lettuce,Lettuce Chlorosis Virus,Tomato Spotted Wilt Virus,48,3.0,True,False,False,True,0.1,image_decisive,False
lettuce__mirafiori-lettuce-big-vein-virus__tomato-spotted-wilt-virus,Lettuce,Mirafiori Lettuce Big-Vein Virus,Tomato Spotted Wilt Virus,43,3.0,True,False,False,True,0.0,image_decisive,False
cabbage__club-root-of-crucifers__phytophthora-root-and-stem-rot,Cabbage,Club Root Of Crucifers,Phytophthora Root And Stem Rot,33,3.0,True,False,False,True,0.0,image_decisive,False
cabbage__downy-mildew__phytophthora-root-and-stem-rot,Cabbage,Downy Mildew,Phytophthora Root And Stem Rot,86,3.0,True,False,False,True,0.0,image_decisive,False
peach__botryosphaeria-canker--white-rot__brown-rot,Peach,"Botryosphaeria Canker, White Rot",Brown Rot,52,3.0,True,True,True,True,0.0426,image_decisive,False
peach__botryosphaeria-canker--white-rot__peach-leaf-curl,Peach,"Botryosphaeria Canker, White Rot",Peach Leaf Curl,54,3.0,True,False,False,True,0.0426,image_decisive,False
wheat__fusarium-graminearum-schwabe__karnal-bunt,Wheat,Fusarium Graminearum Schwabe,Karnal Bunt,79,3.0,False,False,False,False,,,True
wheat__fusarium-wilts--blights--rots-and-damping-off__karnal-bunt,Wheat,"Fusarium Wilts, Blights, Rots And Damping-Off",Karnal Bunt,75,3.0,True,False,False,False,,,False
wheat__karnal-bunt__loose-smut-of-wheat-or-barley,Wheat,Karnal Bunt,Loose Smut Of Wheat Or Barley,67,3.0,True,False,False,False,,,False
wheat__karnal-bunt__parastagonospora-nodorum,Wheat,Karnal Bunt,Parastagonospora Nodorum,63,3.0,True,False,False,False,,,False
wheat__karnal-bunt__powdery-mildew,Wheat,Karnal Bunt,Powdery Mildew,87,3.0,True,False,False,False,,,False
wheat__karnal-bunt__stripe-rust,Wheat,Karnal Bunt,Stripe Rust,83,3.0,True,False,False,False,,,False
wheat__karnal-bunt__tan-spot,Wheat,Karnal Bunt,Tan Spot,66,3.0,True,False,False,False,,,False
wheat__karnal-bunt__wheat-leaf-rust,Wheat,Karnal Bunt,Wheat Leaf Rust,72,3.0,True,False,False,False,,,False
wheat__karnal-bunt__wheat-stem-rust,Wheat,Karnal Bunt,Wheat Stem Rust,61,3.0,True,False,False,False,,,False
wheat__karnal-bunt__zymoseptoria-tritici,Wheat,Karnal Bunt,Zymoseptoria Tritici,96,3.0,True,False,False,False,,,False
eastern-white-pine__caliciopsis-canker__needle-cast,Eastern White Pine,Caliciopsis Canker,Needle Cast,27,3.0,True,False,False,True,0.1053,image_decisive,False
eastern-white-pine__caliciopsis-canker__stem-rot,Eastern White Pine,Caliciopsis Canker,Stem Rot,27,3.0,True,False,False,True,0.1053,image_decisive,False
peony__anthracnose__botrytis-blight,Peony,Anthracnose,Botrytis Blight,32,3.0,True,True,True,True,0.0385,image_decisive,False
highbush-blueberry__mummy-berry__phomopsis-cankers-and-twig-blights,Highbush Blueberry,Mummy Berry,Phomopsis Cankers And Twig Blights,74,3.0,True,True,True,True,0.0,image_decisive,False
highbush-blueberry__mummy-berry__twig-canker,Highbush Blueberry,Mummy Berry,Twig Canker,71,3.0,True,True,True,True,0.0,image_decisive,False
american-beech__beech-leaf-disease__neonectria-coccinea,American Beech,Beech Leaf Disease,Neonectria Coccinea,57,3.0,True,False,False,True,0.0,image_decisive,False
wheat__barley-yellow-dwarf-virus__stripe-rust,Wheat,Barley Yellow Dwarf Virus,Stripe Rust,53,2.6,True,False,False,True,0.1905,image_decisive,False
pepper__bacterial-spot__phytophthora-blight,Pepper,Bacterial Spot,Phytophthora Blight,115,2.4,True,False,False,True,0.0962,image_decisive,False
wheat__barley-yellow-dwarf-virus__fusarium-graminearum-schwabe,Wheat,Barley Yellow Dwarf Virus,Fusarium Graminearum Schwabe,49,2.4,True,True,True,True,0.0303,image_decisive,False
wheat__barley-yellow-dwarf-virus__powdery-mildew,Wheat,Barley Yellow Dwarf Virus,Powdery Mildew,57,2.4,True,False,False,False,,,False
wheat__barley-yellow-dwarf-virus__tan-spot,Wheat,Barley Yellow Dwarf Virus,Tan Spot,36,2.4,True,False,False,True,0.2083,image_ambiguous,False
wheat__stripe-rust__wheat-streak-mosaic-virus,Wheat,Stripe Rust,Wheat Streak Mosaic Virus,58,2.4,True,False,False,True,0.2308,image_ambiguous,False
tomato__early-blight__southern-bacterial-wilt,Tomato,Early Blight,Southern Bacterial Wilt,63,2.3,True,False,False,True,0.1351,image_decisive,False
tomato__sclerotinia-timber-rot__southern-bacterial-wilt,Tomato,Sclerotinia Timber Rot,Southern Bacterial Wilt,34,2.3,True,False,False,True,0.1,image_decisive,False
tomato__southern-bacterial-wilt__southern-blight,Tomato,Southern Bacterial Wilt,Southern Blight,51,2.3,True,True,True,True,0.0312,image_decisive,False
soybean__bacterial-pustule-of-soybean-disease__root-and-stem-rot,Soybean,Bacterial Pustule Of Soybean Disease,Root And Stem Rot,37,2.3,True,False,False,True,0.0909,image_decisive,False
watermelon__powdery-mildew__unknown-virus,Watermelon,Powdery Mildew,Unknown Virus,113,2.3,True,True,True,True,0.0909,image_decisive,False
wheat__barley-yellow-dwarf-virus__loose-smut-of-wheat-or-barley,Wheat,Barley Yellow Dwarf Virus,Loose Smut Of Wheat Or Barley,37,2.3,True,False,False,True,0.05,image_decisive,False
wheat__powdery-mildew__wheat-streak-mosaic-virus,Wheat,Powdery Mildew,Wheat Streak Mosaic Virus,62,2.3,True,False,False,False,,,False
apple__apple-scab__fire-blight,Apple,Apple Scab,Fire Blight,56,2.3,True,False,False,True,0.0263,image_decisive,False
tomato__bacterial-speck-of-tomato__phytophthora-blight,Tomato,Bacterial Speck Of Tomato,Phytophthora Blight,57,2.2,True,False,False,True,0.0,image_decisive,False
tomato__gray-mold__southern-bacterial-wilt,Tomato,Gray Mold,Southern Bacterial Wilt,37,2.2,True,False,False,True,0.25,image_ambiguous,False
tomato__late-blight__southern-bacterial-wilt,Tomato,Late Blight,Southern Bacterial Wilt,134,2.2,True,False,False,True,0.0577,image_decisive,False
tomato__southern-bacterial-wilt__tomato-leaf-mould,Tomato,Southern Bacterial Wilt,Tomato Leaf Mould,54,2.2,True,False,False,True,0.0645,image_decisive,False
soybean__bacterial-pustule-of-soybean-disease__cercospora-blight,Soybean,Bacterial Pustule Of Soybean Disease,Cercospora Blight,75,2.2,True,False,False,True,0.0204,image_decisive,False
soybean__bacterial-pustule-of-soybean-disease__charcoal-rot,Soybean,Bacterial Pustule Of Soybean Disease,Charcoal Rot,47,2.2,True,False,False,True,0.0294,image_decisive,False
soybean__bacterial-pustule-of-soybean-disease__downy-mildew,Soybean,Bacterial Pustule Of Soybean Disease,Downy Mildew,56,2.2,True,True,True,True,0.2083,image_ambiguous,False
soybean__bacterial-pustule-of-soybean-disease__frogeye-leaf-spot,Soybean,Bacterial Pustule Of Soybean Disease,Frogeye Leaf Spot,44,2.2,True,True,True,True,0.1944,image_decisive,False
soybean__bacterial-pustule-of-soybean-disease__genus-diaporthe,Soybean,Bacterial Pustule Of Soybean Disease,Genus Diaporthe,33,2.2,True,False,False,True,0.069,image_decisive,False
soybean__bacterial-pustule-of-soybean-disease__sclerotinia-timber-rot,Soybean,Bacterial Pustule Of Soybean Disease,Sclerotinia Timber Rot,80,2.2,True,False,False,False,,,False
corn__downy-mildew__fusarium-graminearum-schwabe,Corn,Downy Mildew,Fusarium Graminearum Schwabe,25,2.2,True,False,False,False,,,False
corn__fusarium-graminearum-schwabe__northern-corn-leaf-blight,Corn,Fusarium Graminearum Schwabe,Northern Corn Leaf Blight,46,2.2,True,False,False,False,,,False
wheat__barley-yellow-dwarf-virus__wheat-leaf-rust,Wheat,Barley Yellow Dwarf Virus,Wheat Leaf Rust,42,2.2,True,False,False,True,0.1429,image_decisive,False
wheat__barley-yellow-dwarf-virus__wheat-stem-rust,Wheat,Barley Yellow Dwarf Virus,Wheat Stem Rust,31,2.2,True,False,False,True,0.0909,image_decisive,False
wheat__barley-yellow-dwarf-virus__zymoseptoria-tritici,Wheat,Barley Yellow Dwarf Virus,Zymoseptoria Tritici,66,2.2,True,False,False,True,0.16,image_decisive,False
wheat__fusarium-graminearum-schwabe__wheat-streak-mosaic-virus,Wheat,Fusarium Graminearum Schwabe,Wheat Streak Mosaic Virus,54,2.2,True,False,False,True,0.0,image_decisive,False
wheat__tan-spot__wheat-streak-mosaic-virus,Wheat,Tan Spot,Wheat Streak Mosaic Virus,41,2.2,True,False,False,True,0.1034,image_decisive,False
wheat__wheat-leaf-rust__wheat-streak-mosaic-virus,Wheat,Wheat Leaf Rust,Wheat Streak Mosaic Virus,47,2.2,True,False,False,True,0.1154,image_decisive,False
wheat__wheat-stem-rust__wheat-streak-mosaic-virus,Wheat,Wheat Stem Rust,Wheat Streak Mosaic Virus,36,2.2,True,False,False,True,0.1852,image_decisive,False
apple__black-rot__fire-blight,Apple,Black Rot,Fire Blight,31,2.2,True,True,True,False,,,False
apple__cedar-apple-rust__fire-blight,Apple,Cedar-Apple Rust,Fire Blight,35,2.2,True,False,False,True,0.0,image_decisive,False
tomato__bacterial-wilt__early-blight,Tomato,Bacterial Wilt,Early Blight,60,2.1,True,False,False,True,0.0,image_decisive,False
tomato__bacterial-wilt__gray-mold,Tomato,Bacterial Wilt,Gray Mold,34,2.1,True,False,False,True,0.1042,image_decisive,False
tomato__bacterial-wilt__late-blight,Tomato,Bacterial Wilt,Late Blight,131,2.1,True,False,False,True,0.0,image_decisive,False
tomato__bacterial-wilt__sclerotinia-timber-rot,Tomato,Bacterial Wilt,Sclerotinia Timber Rot,31,2.1,True,True,True,True,0.0347,image_decisive,False
tomato__bacterial-wilt__southern-blight,Tomato,Bacterial Wilt,Southern Blight,48,2.1,True,True,True,True,0.0,image_decisive,False
soybean__bacterial-pustule-of-soybean-disease__soybean-rust,Soybean,Bacterial Pustule Of Soybean Disease,Soybean Rust,53,2.1,True,True,True,True,0.0769,image_decisive,False
melon__alternaria-leaf-blight__bacterial-fruit-blotch,Melon,Alternaria Leaf Blight,Bacterial Fruit Blotch,66,2.1,True,False,False,False,,,False
melon__alternaria-leaf-blight__charcoal-rot,Melon,Alternaria Leaf Blight,Charcoal Rot,67,2.1,True,False,False,True,0.0,image_decisive,False
melon__anthracnose__bacterial-wilt,Melon,Anthracnose,Bacterial Wilt,40,2.1,True,False,False,True,0.0,image_decisive,False
melon__bacterial-fruit-blotch__cucurbit-downy-mildew,Melon,Bacterial Fruit Blotch,Cucurbit Downy Mildew,48,2.1,True,True,True,False,,,False
melon__bacterial-fruit-blotch__gummy-stem-blight,Melon,Bacterial Fruit Blotch,Gummy Stem Blight,66,2.1,True,True,True,False,,,False
melon__bacterial-wilt__cucurbit-downy-mildew,Melon,Bacterial Wilt,Cucurbit Downy Mildew,44,2.1,True,False,False,True,0.2,image_ambiguous,False
melon__bacterial-wilt__fusarium-wilts--blights--rots-and-damping-off,Melon,Bacterial Wilt,"Fusarium Wilts, Blights, Rots And Damping-Off",25,2.1,True,True,True,True,0.0,image_decisive,False
melon__bacterial-wilt__gummy-stem-blight,Melon,Bacterial Wilt,Gummy Stem Blight,62,2.1,True,False,False,True,0.0,image_decisive,False
melon__bacterial-wilt__sour-rot,Melon,Bacterial Wilt,Sour Rot,40,2.1,True,False,False,True,0.0,image_decisive,False
melon__charcoal-rot__cucurbit-downy-mildew,Melon,Charcoal Rot,Cucurbit Downy Mildew,49,2.1,True,False,False,False,,,False
oak__ganoderma-root-and-butt-rot__oak-leaf-blister,Oak,Ganoderma Root And Butt Rot,Oak Leaf Blister,34,2.1,True,False,False,True,0.0,image_decisive,False
watermelon__cucurbit-downy-mildew__unknown-virus,Watermelon,Cucurbit Downy Mildew,Unknown Virus,114,2.1,True,False,False,True,0.0204,image_decisive,False
lettuce__downy-mildew__lettuce-chlorosis-virus,Lettuce,Downy Mildew,Lettuce Chlorosis Virus,90,2.1,True,False,False,True,0.1352,image_decisive,False
lettuce__downy-mildew__mirafiori-lettuce-big-vein-virus,Lettuce,Downy Mildew,Mirafiori Lettuce Big-Vein Virus,85,2.1,True,False,False,True,0.0359,image_decisive,False
lettuce__lettuce-chlorosis-virus__rhizoctonia-damping-off--blight-and-rot,Lettuce,Lettuce Chlorosis Virus,"Rhizoctonia Damping-Off, Blight And Rot",35,2.1,True,False,False,True,0.0,image_decisive,False
lettuce__mirafiori-lettuce-big-vein-virus__rhizoctonia-damping-off--blight-and-rot,Lettuce,Mirafiori Lettuce Big-Vein Virus,"Rhizoctonia Damping-Off, Blight And Rot",30,2.1,True,False,False,True,0.0625,image_decisive,False
cabbage__black-rot-of-crucifers__club-root-of-crucifers,Cabbage,Black Rot Of Crucifers,Club Root Of Crucifers,40,2.1,True,False,False,True,0.0,image_decisive,False
corn__fusarium-graminearum-schwabe__gray-leaf-spot,Corn,Fusarium Graminearum Schwabe,Gray Leaf Spot,33,2.1,True,False,False,False,,,False
garden-onion__downy-mildew__iris-yellow-spot-virus,Garden Onion,Downy Mildew,Iris Yellow Spot Virus,35,2.1,True,False,False,True,0.1379,image_decisive,False
sweet-potato__bacteria-wilt-and-soft-rot__black-rot,Sweet Potato,Bacteria Wilt And Soft Rot,Black Rot,67,2.1,True,False,False,True,0.0364,image_decisive,False
sweet-potato__black-rot__bread-mold,Sweet Potato,Black Rot,Bread Mold,71,2.1,True,False,False,True,0.1478,image_decisive,False
sweet-potato__black-rot__fusarium-damping-off,Sweet Potato,Black Rot,Fusarium Damping-Off,51,2.1,True,False,False,True,0.0909,image_decisive,False
sweet-potato__black-rot__fusarium-lateritium-nees,Sweet Potato,Black Rot,Fusarium Lateritium Nees,40,2.1,True,False,False,True,0.0,image_decisive,False
sweet-potato__black-rot__fusarium-wilt,Sweet Potato,Black Rot,Fusarium Wilt,37,2.1,True,True,True,True,0.0968,image_decisive,False
sweet-potato__black-rot__java-black-rot,Sweet Potato,Black Rot,Java Black Rot,49,2.1,True,True,True,True,0.1218,image_decisive,False
sweet-potato__black-rot__penicillium-fungi,Sweet Potato,Black Rot,Penicillium Fungi,112,2.1,True,False,False,True,0.1578,image_decisive,False
sweet-potato__black-rot__rhizopus-soft-rots,Sweet Potato,Black Rot,Rhizopus Soft Rots,61,2.1,True,True,True,True,0.123,image_decisive,False
sweet-potato__black-rot__scurf,Sweet Potato,Black Rot,Scurf,86,2.1,True,True,True,True,0.1186,image_decisive,False
sweet-potato__black-rot__sour-rot,Sweet Potato,Black Rot,Sour Rot,59,2.1,True,False,False,True,0.1528,image_decisive,False
sweet-potato__black-rot__southern-blight,Sweet Potato,Black Rot,Southern Blight,67,2.1,True,False,False,True,0.1132,image_decisive,False
sweet-potato__black-rot__streptomyces-soil-rot,Sweet Potato,Black Rot,Streptomyces Soil Rot,81,2.1,True,False,False,True,0.1071,image_decisive,False
potato__bacterial-soft-rot__tomato-spotted-wilt-virus,Potato,Bacterial Soft Rot,Tomato Spotted Wilt Virus,114,2.1,True,False,False,True,0.0204,image_decisive,False
potato__phytophthora-root-and-stem-rot__tomato-spotted-wilt-virus,Potato,Phytophthora Root And Stem Rot,Tomato Spotted Wilt Virus,126,2.1,True,False,False,True,0.0727,image_decisive,False
rose__black-spot__rose-rosette-virus,Rose,Black Spot,Rose Rosette Virus,42,2.1,True,False,False,True,0.027,image_decisive,False
cucumber__angular-leaf-spot-of-cucumber__anthracnose,Cucumber,Angular Leaf Spot Of Cucumber,Anthracnose,173,2.1,True,True,True,True,0.2143,image_ambiguous,False
cucumber__angular-leaf-spot-of-cucumber__cucurbit-downy-mildew,Cucumber,Angular Leaf Spot Of Cucumber,Cucurbit Downy Mildew,333,2.1,True,True,True,True,0.2615,image_ambiguous,False
cucumber__angular-leaf-spot-of-cucumber__phytophthora-blight,Cucumber,Angular Leaf Spot Of Cucumber,Phytophthora Blight,125,2.1,True,False,False,True,0.0601,image_decisive,False
cucumber__angular-leaf-spot-of-cucumber__powdery-mildew,Cucumber,Angular Leaf Spot Of Cucumber,Powdery Mildew,62,2.1,True,False,False,True,0.0769,image_decisive,False
cucumber__anthracnose__bacterial-wilt,Cucumber,Anthracnose,Bacterial Wilt,140,2.1,True,False,False,True,0.0938,image_decisive,False
cucumber__bacterial-wilt__corynespora-leaf-spot,Cucumber,Bacterial Wilt,Corynespora Leaf Spot,47,2.1,True,False,False,True,0.0909,image_decisive,False
cucumber__bacterial-wilt__cucurbit-downy-mildew,Cucumber,Bacterial Wilt,Cucurbit Downy Mildew,300,2.1,True,False,False,True,0.0,image_decisive,False
cucumber__bacterial-wilt__gummy-stem-blight,Cucumber,Bacterial Wilt,Gummy Stem Blight,41,2.1,True,False,False,True,0.0323,image_decisive,False
cucumber__bacterial-wilt__phytophthora-blight,Cucumber,Bacterial Wilt,Phytophthora Blight,92,2.1,True,True,True,True,0.087,image_decisive,False
cucumber__bacterial-wilt__powdery-mildew,Cucumber,Bacterial Wilt,Powdery Mildew,29,2.1,True,False,False,True,0.0667,image_decisive,False
cucumber__bacterial-wilt__pythium-diseases,Cucumber,Bacterial Wilt,Pythium Diseases,37,2.1,True,False,False,True,0.0,image_decisive,False
wheat__barley-yellow-dwarf-virus__fusarium-wilts--blights--rots-and-damping-off,Wheat,Barley Yellow Dwarf Virus,"Fusarium Wilts, Blights, Rots And Damping-Off",45,2.1,True,True,True,True,0.0465,image_decisive,False
wheat__barley-yellow-dwarf-virus__parastagonospora-nodorum,Wheat,Barley Yellow Dwarf Virus,Parastagonospora Nodorum,33,2.1,True,False,False,True,0.0909,image_decisive,False
wheat__fusarium-wilts--blights--rots-and-damping-off__wheat-streak-mosaic-virus,Wheat,"Fusarium Wilts, Blights, Rots And Damping-Off",Wheat Streak Mosaic Virus,50,2.1,True,False,False,True,0.0417,image_decisive,False
wheat__loose-smut-of-wheat-or-barley__wheat-streak-mosaic-virus,Wheat,Loose Smut Of Wheat Or Barley,Wheat Streak Mosaic Virus,42,2.1,True,False,False,True,0.04,image_decisive,False
wheat__wheat-streak-mosaic-virus__zymoseptoria-tritici,Wheat,Wheat Streak Mosaic Virus,Zymoseptoria Tritici,71,2.1,True,False,False,True,0.1667,image_decisive,False
common-bean__common-bacterial--blight-of-beans--fuscous-blight__halo-blight,Common Bean,"Common Bacterial  Blight Of Beans, Fuscous Blight",Halo Blight,53,2.1,True,True,True,True,0.0189,image_decisive,False
tomato__anthracnose__bacterial-wilt,Tomato,Anthracnose,Bacterial Wilt,25,2.0,True,False,False,True,0.0588,image_decisive,False
tomato__anthracnose__southern-bacterial-wilt,Tomato,Anthracnose,Southern Bacterial Wilt,28,2.0,True,False,False,False,,,False
tomato__bacterial-wilt__rhizopus-soft-rots,Tomato,Bacterial Wilt,Rhizopus Soft Rots,27,2.0,True,False,False,True,0.0,image_decisive,False
tomato__bacterial-wilt__septoria-leaf-spot,Tomato,Bacterial Wilt,Septoria Leaf Spot,37,2.0,True,False,False,True,0.0347,image_decisive,False
tomato__bacterial-wilt__tomato-leaf-mould,Tomato,Bacterial Wilt,Tomato Leaf Mould,51,2.0,True,False,False,True,0.0,image_decisive,False
tomato__rhizopus-soft-rots__southern-bacterial-wilt,Tomato,Rhizopus Soft Rots,Southern Bacterial Wilt,30,2.0,True,False,False,False,,,False
tomato__septoria-leaf-spot__southern-bacterial-wilt,Tomato,Septoria Leaf Spot,Southern Bacterial Wilt,40,2.0,True,False,False,True,0.15,image_decisive,False
soybean__bacterial-pustule-of-soybean-disease__southern-blight,Soybean,Bacterial Pustule Of Soybean Disease,Southern Blight,40,2.0,True,False,False,True,0.0714,image_decisive,False
soybean__bacterial-pustule-of-soybean-disease__taproot-decline-on-soybean,Soybean,Bacterial Pustule Of Soybean Disease,Taproot Decline On Soybean,35,2.0,True,False,False,True,0.0323,image_decisive,False
melon__bacterial-fruit-blotch__monosporascus-root-rot,Melon,Bacterial Fruit Blotch,Monosporascus Root Rot,58,2.0,True,False,False,False,,,False
melon__bacterial-fruit-blotch__powdery-mildew,Melon,Bacterial Fruit Blotch,Powdery Mildew,34,2.0,True,False,False,False,,,False
melon__bacterial-wilt__powdery-mildew,Melon,Bacterial Wilt,Powdery Mildew,30,2.0,True,False,False,True,0.0,image_decisive,False
